,class,docs
774,Hadoop,technical skill set programming language apache hadoop python shell scripting sql technology hive pig sqoop flume oozie impala hdfs tool dataiku unravel cloudera putty hue cloudera manager eclipse resource manager initial learning program tata consultancy service june august description learning program conducted tc newly joined employee accomplish learn working standard organization period employee groomed technical ethical aspect education detail electronics communication indore madhya pradesh medicaps institute technology management hadoop developer hadoophivesqoopflumepigmapreducepythonimpalasparkscalasqlunix skill detail apache hadoop sqoop exprience month hadoop exprience month hadoop exprience month hive exprience month sqoop exprience month python exprience year month hdfs exprience year month unix exprience year month impala exprience year month pig exprience year month unravel exprience year month mapreduce exprience year month dataiku exprience year monthscompany detail company tata consultancy service description project description data warehouse division multiple product injecting storing analysing presenting data data lake program started provide multitalent secure data hub store application data hadoop platform strong data governance lineage auditing monitoring capability object project provide engineering support analytics application team focus business logic development project major task set hadoop cluster govern activity required smooth functioning hadoop ecosystem day day data increasing provide stability ecosystem smooth working developing automating requirement specific utility responsibility developed proactive health check utility data lake utility proactively check smooth functioning hadoop component cluster sends result email html format utility daily health check upgrade data format processing data hadoop ecosystem filtering data technique developed data pipeline utility ingest data rdbms database hive external table sqoop command utility offer data quality check row count validation developed automated cluster health check usage capacity report unix shell scripting optimization hive query order increase performance minimize hadoop resource utilization creating flume agent process data hadoop ecosystem performed benchmark testing hive query impala query involved setting cluster component edge node implementation service hive server impala hdfs filtering required data data technology pig regex serde dataiku benchmark testing impala hive compare greenplum database moving data greenplum database hadoop sqoop pipeline process data hadoop storing data hive table performance testing dealing hadoop ecosystem issue order provide stability hadoop ecosystem rescheduling job autosys job hosting tws job hosting performance declaration declare mentioned authentic knowledge company tata consultancy service description client barclays union bank california ubc morgan stanley key project handled project reconciliation ubc wmdatalake coe company tata consultancy service description project description migration data rdbms database hive hadoop ecosystem hadoop platform strong data governance lineage auditing monitoring capability objective project speed data processing analysis decision making easy rdbms limitation process waste data produce earliest client wanted data hadoop ecosystem overcome limitation focus business improvement responsibility optimising sql query data required rdbms platform writing hive query logic data rdbms hadoop ecosystem writing hive query analyse required data business requirement optimization hive query order increase performance minimize hadoop resource utilization writing sqoop command script data rdbms hadoop company tata consultancy service description project description create recs migrating static setup reconciliation version version environment intellimatch responsibility worked extracting business requirement analyzing implementing developing recs worked migrating static setup reconciliation version version environment intellimatch work thing writing sql query provide data recs project pso
775,Hadoop,technical skill programming language java net j2ee html cs mapreduce scripting language javascript python database oracle plsql mysql ibm db2 toolsibm rational rose weka operating system window vista unix window red hat detail january pimpri chinchwad maharashtra pimpri chinchwad college engineering january diploma msbte dnyanganaga polytechnic ssc english school takali hadoopbig data developer hadoopbig data developer british telecom skill detail apache hadoop mapreduce exprience month mapreduce exprience month mapreduce exprience month java exprience month net exprience monthscompany detail company british telecom description project british telecom project responsibility working hdfs mapreduce hive spark scala sqoop kerberos technology implemented data mining algorithm spark kmeans clustering random forest bayes knowledge installing configuring maintaining securing hadoop company dxc technology description hpe legacy bangalore worked hadoop java programming worked azure aws emr service worked hdinsight hadoop cluster design develop document architect hadoop application develop mapreduce coding work seamlessly hadoop cluster analyzing processing large data set hdfs analytical bent mind learnunlearnrelearn surely handy
776,Hadoop,technical skill set big data ecosystem hadoop hdfs hbase map reduce sqoop hive pig sparkcore flume language scala corejava sql plsql sell scripting etl tool informatica power center talend tool eclipse intellij idea platform window family linux unix cloudera database mysql oracle detail mca pune maharashtra pune university hodoop developer hodoop developer prgx india private limited pune skill detail company detail company prgx india private limited pune description team size environment hive spark sqoop scala flume project description bank wanted customer avail product bank analyzing expenditure behavior customer spending range online shopping medical expense hospital cash transaction debit card usage behavior bank create analytical report based bank display product offer customer portal built java portal customer login transaction day day basis analytics customer plan budget budget watch financial forecast application embedded portal portal hadoop framework analyes data rule regulation regulator respective country offer rate complied regulation processing hadoop framework big data analytics role responsibility import data legacy hadoop sqoop flume implement business logic analysis data perprocess data spark create hive script loading data hive sourcing attribute data processing logic retrieve correct project company prgx india private limited pune description company prgx india private limited pune description team size environment hadoop hdfs hive sqoop mysql map reduce project description purpose project store terabyte web application extract meaningful itthe solution based open source hadoop data stored hadoop file processed mapreduce job trun includes raw html data micro website process html product user extract report vistor tracking export processing role responsibility crawl data flat file generated micro site hdfs processing sqoop implementation interaction database write map reduce script process data file create hive table store processed data tabular format report creation hive data project company prgx india private limited pune description team size environment informatica oracle unix project description pfizer american global pharmaceutical corporation headquartered york city main objective project build development data repository pfizer downstream application etrack tsp database rts sadms gfs gdo sql request oltp directly performance oltp slows created development data repository replace entire sql request directly oltp ddr process extract clinical preclinical study product subject site upstream application epecs cd rcm prc eclinical edh applying business logic ddr core table snapshot dimensional layer created reporting application role responsibility understand analyze requirement document resolve query design informatica mapping basic transformation filter router source qualifier lookup advance transformation aggregator joiner sorter perform cross unit integration testing mapping developed team reporting bug bug fixing create workflowbatches set session dependency implemented change data capture mapping parameter scd generation developed mapplet reusable transformation populate data data warehouse created session worklets workflow manager load data target database involved unit case testing utc performing unit testing uat scd type fact load cdc implementation personal scan address jijayi height flat narhe police chowki pune
777,Hadoop,education detail hadoop developer hadoop developer infosys skill detail company detail company infosys description project description banking stored data data ware house system department difficult organization manage data perform analytics data combined single global repository hadoop analysis responsibility analyze banking rate data set create specification document provide effort estimation develop spark scala spark sql program eclipse ide windowslinux environment create kpis test scenario test case test result document test scala program linux spark standalone mode setup multi cluster aws deploy spark scala program provided solution hadoop ecosystem hdfs mapreduce pig hive hbase zookeeper provided solution large scale serverside system distributed processing algorithm created report team sqoop export data hdfs hive provided solution supporting assisting troubleshooting optimization mapreduce job pig latin script deep understanding hadoop design principle cluster connectivity security factor affect performance worked importing exporting data database oracle teradata hdfs hive sqoop tpt connect direct import export data rdbms hdfshbase wrote script client data moved hdfs stored temporary file start loading hive table developed sqoop script order interaction pig mysql database involved developing hive report partition hive table created maintained technical documentation launching hadoop cluster executing hive query pig script involved running hadoop job processing million record text data environment java hadoop hdfs mapreduce pig hive sqoop flume oozie hbase spark scala linux nosql storm tomcat putty svn github ibm websphere v85 project telecommunication hadoop developer description identify customer churn view customer created heterogeneous data source data brought data lake hdfs source analyzed hadoop tool pig hive responsibility installed configured apache hadoop tool hive pig hbase sqoop application development unit testing wrote mapreduce job discover trend data usage user involved database connection sqoop involved creating hive table loading data writing hive query hiveql involved partitioning joining hive table hive query optimization experienced sql migration hdfs nosqlhbase faster performance maintains data denormalized oltp data collected distributed source avro model applied transformation standardization loaded hbase data processing experienced defining job flow oozie orchestrate workflow implemented fair scheduler job tracker share resource cluster map reduce job user exported analyzed data relational database hive visualization generate report team environment hadoop hive linux mapreduce hdfs hive python pig sqoop cloudera shell scripting java jdk java oracle plsql sqlplus
778,Hadoop,skill set hadoop map reduce hdfs hive sqoop java duration role hadoop developer rplus offer quick simple powerful cloud based solution demand sense accurately predict demand product market combine enterprise external data predict demand accurately social conversation sentiment derive demand identifies driver sale horde factor selects suited model multiple forecasting model product responsibility involved deploying product customer gathering requirement algorithm optimization backend product load transform large datasets structured semi structured responsible manage data coming source application supported map reduce program running cluster involved creating hive table loading data writing hive query internally map reduce wayeducation detail hadoop developer hadoop developer braindatawire skill detail apache hadoop hdfs exprience month apache hadoop sqoop exprience month hadoop exprience month hadoop exprience month hadoop distributed file exprience monthscompany detail company braindatawire description technical skill programming core java map reduce scala hadoop tool hdfs spark map reduce sqoop hive hbase database mysql oracle scripting shell scripting ide eclipse operating system linux centos window source control git github
779,Hadoop,operating systemslinux ubuntu window tool tableau svn compareeducation detail january bachelor engineering engineering gujarat technological university system engineerhadoop developer system engineerhadoop developer tata consultancy service skill detail hadoopsparksqoophiveflumepig exprience monthscompany detail company tata consultancy service description role responsibility working american pharmaceutical company world premier biopharmaceutical develops produce medicine vaccine wide range medical discipline including immunology oncology cardiology endocrinology neurology handle large united healthcare data big data analytics data data source record patientsold record medicine treatment pathway patient journey health outcome patient finder rare disease patient finder gathered stored processed place worked cluster spec cluster architecture fully distributed package cdh cluster capacity node data node master nfs backup developed proof concept enterprise adoption hadoop sparkapi cloudera hadoop yarn perform analytics healthcare data cloudera distribution responsible cluster maintenance adding removing cluster node cluster monitoring troubleshooting manage review data backup reviewing hadoop log file imported exported large data set data hdfs viceversa sqoop involved developing pig script hive report worked hive partition bucketing concept created hive external internal table hive partitionmonitoring hadoop script input hdfs load data hive developed spark script scala shell command requirement worked data framessqldata set rddmapreduce spark optimizing existing algorithm hadoop sparkcontext sparksql data frame rdds collaborated infrastructure network database application ensure data quality availability developed report tableau exported data hdfs hive sqoop orc parquet file format serialization data snappy compression data achievement appreciation showing articulate leadership quality work team completed internal certification tc certified hadoop developer ongoing learning preparing scheduled cloudera certified spark developer cca
780,Hadoop,area expertise big data ecosystem hadoophdfs mapreduce hive pig sqoop hbase oozie spark pyspark hue knowledge cassandra programming language python core java idea scala database oracle mysql sqlserver nosql hbase cassandra tool eclipse toad ftp tectia putty autosys anaconda jupyter notebool devops rtc rlm scripting language jsp platform window unixeducation detail mtech itdbs btech cse srm university software engineer software engineer larsen toubro skill detail company detail company larsen toubro description worked software engineer technosoft corporation chennai aug sep company current project description duration september till vendor citi bank description citibanks citi antimoney laundering aml transaction monitoring program future state solution rulesbased transaction monitoring icgmarkets business role responesbilities building providing domain knowledge anti money laundering team member layered architecture data warehouse workspace layer business analyst actively involved designing starschema model involving dimension fact table designed scd maintaining history dim data developing hive query mapping data layer architecture usage oozie workflow integration data quality reconciliation module regression integration testing solution issue integration module effectively testing data flow layertolayer transaction monitoring development generate alert suspicious fraudulent transaction based requirement provide ba developing spark job business rule learning machine learning project developing effective model fraud detection anti money laundering scheduling job autosys tool deployment code management rtc rlmrelease lifecycle management hadoop developer current project prts environment hadoop hdfs yarn hive sqoop hbase tez tableau sqlserver teradata cluster size node cluster distribution horton work hdp company alcatel lucent description ruckus wireless description scope project maintain store operational parameter data collected multiple vendor network mediation team oms data store engineer boost network performance responsibility working hadoop distributed file involved importing data mysql hdfs sqoop involved creating hive table loading data writing hive query tez execution engine involved preparing test case document involved integrating hive hbase store operational data monitoring job oozie company current project description anti money laundering environment hadoop hdfs yarn hive oozie spark unix autosys python rtc rlm etl framwe work cluster size node cluster distribution cloudera
781,Hadoop,technical skill set programming language apache hadoop python shell scripting sql technology hive pig sqoop flume oozie impala hdfs tool dataiku unravel cloudera putty hue cloudera manager eclipse resource manager initial learning program tata consultancy service june august description learning program conducted tc newly joined employee accomplish learn working standard organization period employee groomed technical ethical aspect education detail electronics communication indore madhya pradesh medicaps institute technology management hadoop developer hadoophivesqoopflumepigmapreducepythonimpalasparkscalasqlunix skill detail apache hadoop sqoop exprience month hadoop exprience month hadoop exprience month hive exprience month sqoop exprience month python exprience year month hdfs exprience year month unix exprience year month impala exprience year month pig exprience year month unravel exprience year month mapreduce exprience year month dataiku exprience year monthscompany detail company tata consultancy service description project description data warehouse division multiple product injecting storing analysing presenting data data lake program started provide multitalent secure data hub store application data hadoop platform strong data governance lineage auditing monitoring capability object project provide engineering support analytics application team focus business logic development project major task set hadoop cluster govern activity required smooth functioning hadoop ecosystem day day data increasing provide stability ecosystem smooth working developing automating requirement specific utility responsibility developed proactive health check utility data lake utility proactively check smooth functioning hadoop component cluster sends result email html format utility daily health check upgrade data format processing data hadoop ecosystem filtering data technique developed data pipeline utility ingest data rdbms database hive external table sqoop command utility offer data quality check row count validation developed automated cluster health check usage capacity report unix shell scripting optimization hive query order increase performance minimize hadoop resource utilization creating flume agent process data hadoop ecosystem performed benchmark testing hive query impala query involved setting cluster component edge node implementation service hive server impala hdfs filtering required data data technology pig regex serde dataiku benchmark testing impala hive compare greenplum database moving data greenplum database hadoop sqoop pipeline process data hadoop storing data hive table performance testing dealing hadoop ecosystem issue order provide stability hadoop ecosystem rescheduling job autosys job hosting tws job hosting performance declaration declare mentioned authentic knowledge company tata consultancy service description client barclays union bank california ubc morgan stanley key project handled project reconciliation ubc wmdatalake coe company tata consultancy service description project description migration data rdbms database hive hadoop ecosystem hadoop platform strong data governance lineage auditing monitoring capability objective project speed data processing analysis decision making easy rdbms limitation process waste data produce earliest client wanted data hadoop ecosystem overcome limitation focus business improvement responsibility optimising sql query data required rdbms platform writing hive query logic data rdbms hadoop ecosystem writing hive query analyse required data business requirement optimization hive query order increase performance minimize hadoop resource utilization writing sqoop command script data rdbms hadoop company tata consultancy service description project description create recs migrating static setup reconciliation version version environment intellimatch responsibility worked extracting business requirement analyzing implementing developing recs worked migrating static setup reconciliation version version environment intellimatch work thing writing sql query provide data recs project pso
782,Hadoop,technical skill programming language java net j2ee html cs mapreduce scripting language javascript python database oracle plsql mysql ibm db2 toolsibm rational rose weka operating system window vista unix window red hat detail january pimpri chinchwad maharashtra pimpri chinchwad college engineering january diploma msbte dnyanganaga polytechnic ssc english school takali hadoopbig data developer hadoopbig data developer british telecom skill detail apache hadoop mapreduce exprience month mapreduce exprience month mapreduce exprience month java exprience month net exprience monthscompany detail company british telecom description project british telecom project responsibility working hdfs mapreduce hive spark scala sqoop kerberos technology implemented data mining algorithm spark kmeans clustering random forest bayes knowledge installing configuring maintaining securing hadoop company dxc technology description hpe legacy bangalore worked hadoop java programming worked azure aws emr service worked hdinsight hadoop cluster design develop document architect hadoop application develop mapreduce coding work seamlessly hadoop cluster analyzing processing large data set hdfs analytical bent mind learnunlearnrelearn surely handy
783,Hadoop,technical skill set big data ecosystem hadoop hdfs hbase map reduce sqoop hive pig sparkcore flume language scala corejava sql plsql sell scripting etl tool informatica power center talend tool eclipse intellij idea platform window family linux unix cloudera database mysql oracle detail mca pune maharashtra pune university hodoop developer hodoop developer prgx india private limited pune skill detail company detail company prgx india private limited pune description team size environment hive spark sqoop scala flume project description bank wanted customer avail product bank analyzing expenditure behavior customer spending range online shopping medical expense hospital cash transaction debit card usage behavior bank create analytical report based bank display product offer customer portal built java portal customer login transaction day day basis analytics customer plan budget budget watch financial forecast application embedded portal portal hadoop framework analyes data rule regulation regulator respective country offer rate complied regulation processing hadoop framework big data analytics role responsibility import data legacy hadoop sqoop flume implement business logic analysis data perprocess data spark create hive script loading data hive sourcing attribute data processing logic retrieve correct project company prgx india private limited pune description company prgx india private limited pune description team size environment hadoop hdfs hive sqoop mysql map reduce project description purpose project store terabyte web application extract meaningful itthe solution based open source hadoop data stored hadoop file processed mapreduce job trun includes raw html data micro website process html product user extract report vistor tracking export processing role responsibility crawl data flat file generated micro site hdfs processing sqoop implementation interaction database write map reduce script process data file create hive table store processed data tabular format report creation hive data project company prgx india private limited pune description team size environment informatica oracle unix project description pfizer american global pharmaceutical corporation headquartered york city main objective project build development data repository pfizer downstream application etrack tsp database rts sadms gfs gdo sql request oltp directly performance oltp slows created development data repository replace entire sql request directly oltp ddr process extract clinical preclinical study product subject site upstream application epecs cd rcm prc eclinical edh applying business logic ddr core table snapshot dimensional layer created reporting application role responsibility understand analyze requirement document resolve query design informatica mapping basic transformation filter router source qualifier lookup advance transformation aggregator joiner sorter perform cross unit integration testing mapping developed team reporting bug bug fixing create workflowbatches set session dependency implemented change data capture mapping parameter scd generation developed mapplet reusable transformation populate data data warehouse created session worklets workflow manager load data target database involved unit case testing utc performing unit testing uat scd type fact load cdc implementation personal scan address jijayi height flat narhe police chowki pune
784,ETL Developer,technical summary knowledge informatica power center ver etl tool mapping designing usage multiple transformation integration data source sql server table flat file target data warehouse sqlplsql working knowledge microsoft sql server unix work description shell scripting error debugging job scheduling autosys incident management change request service jira agile central basic knowledge intellimatch reconciliation tool education detail january january btech cse sangli maharashtra walchand college engineering october hsc sangli maharashtra willingdon college august ssc achievement sangli maharashtra martin english school etl developer analyst skill detail etl exprience month extract transform load exprience month informatica exprience month sql server exprience month reconciliation exprience month jira exprience monthscompany detail company tata consultancy service description project detail clientproject barclays londonhexad environment informatica power center sql server unix autosys intellimatch project description objective implement strategic technical solution support governance monitoring break standard including enhancement audit capability program required remediation source data feed involves consolidation data standardized feed remediated data feed consumed etl layer reconciliation tool designed source data etl layer data office system static data delivered etl preprocessed delivered reconciliation tool reconciliation process performed role responsibility responsible analyzing designing developing etl strategy process writing etl specification requirement gathering making functional document low level document developing debugging informatica mapping resolve bug identify failure user interaction identify issue data loaded application developed mapping transformation company tata consultancy service description project detail clientproject barclays londonhexad environment informatica power center sql server unix autosys intellimatch project description objective implement strategic technical solution support governance monitoring break standard including enhancement audit capability program required remediation source data feed involves consolidation data standardized feed remediated data feed consumed etl layer reconciliation tool designed source data etl layer data office system static data delivered etl preprocessed delivered reconciliation tool reconciliation process performed role responsibility responsible analyzing designing developing etl strategy process writing etl specification requirement gathering making functional document low level document developing debugging informatica mapping resolve bug identify failure user interaction identify issue data loaded application developed mapping transformation
785,ETL Developer,technicalproficiencies oracle domain investment banking advertising insurance programming skill sql plsql tool informatica window unix professional development training concept data warehousing business intelligence etl tool informatica education detail bca nanded maharashtra nanded university etl developer etl developer sun trust bank skill detail etl exprience month extract transform load exprience month informatica exprience month oracle exprience month unix exprience monthscompany detail company sun trust bank description sun trust bank jan client sun trust bank environment informatica power center oracle unix role etl developer project profile sun trust bank based multinational financial service holding company headquarters operates bank york financial service investment company organized stock corporation division investment banking private banking retail banking shared service group financial service support division objective module create bank central point communication storage listed cash security loan bond note equity rate commodity asset class contribution highlight liaising closely project manager business analyst product architect requirement modeler cfoc define technical requirement create project documentation development infa unix informatica powercenter extraction transformation loading etl data database created configured session informatica workflow manager loading data data base table heterogeneous database source flat file oracle unit testing integration testing developed mapping providing production support deployed code providing solution business production issue interaction client project daily meeting project company marshall multimedia description jun dec client marshall multimedia environment informatica power center oracle unix role etl developer project profile marshall multimedia based multimedia advertisement service based organization head courter york egc interface system advert management customer management billing provisioning system consumer enterprise customer main aim project create enterprise data warehouse suffice report belonging category financial report management report rejection report professional report created cognos etl work performed informatica project load advert detail magazine detail coming relational table data warehouse calculate compensation incentive monthly business rule contribution highlight developed mapping source informatica transformation created configured session informatica workflow manager loading data data mart table heterogeneous database source flat file oracle unit testing integration testing developed mapping providing solution business production issue project company assurant healthcareinsurance miami usa description assurant usa nov project state datamart client assurant healthcareinsurance miami usa environment informatica power center oracle unix role etl developer project profile assurant holding company business provide diverse set specialty nichemarket insurance product property casualty life health insurance sector company operating segment assurant employee benefit assurant health assurant solution assurant specialty property project aim building state datamart enterprise solution team responsible etl design development testing contribution highlight performed small enhancement daily load monitoring attend informatica job failure analyzing root resolving failure standard documented process experience writing sql statement strong problem analysis resolution skill work multi platform environment scheduled informatica job informatica scheduler extensively etl methodology developing supporting data extraction transformation loading process corporatewideetl solution informatica involved creating unit case uploaded quality center unit testing utr ensure daily support task defined sla
786,ETL Developer,education detail january bachelor engineering extc mumbai maharashtra mumbai university january diploma industrial electronics vashi maharashtra agnel polytechnic etl developer etl developer skill detail informatica exprience monthscompany detail company blue shield california description duration mar sept description blue shield california bsc health plan provider intent project process feed coming bsc eligibility enrollment claim subject area feed format processed informatica oracle facet tidal technical environment etl tool informatica power center oracle sql plsql unix facet tidal jira putty role etl developer responsibility responsible analyzing business requirement document involved development informatica mapping transformation source qualifier expression filter router joiner union aggregator normalizer sorter lookup session workflow extensively informatica debugger figure problem mapping involved troubleshooting existing bug writing unix script sqls business requirement impact analysis change request development data fabrication facet screen sql statement membership domain unit testing trouble shooting informatica debugger sql query preparation unit test case prepare document design unit testing impact analysis award achievement received kudos award syntel contribution error free work commitment learning client appreciation outstanding display syntel value received appreciation management outstanding performance complete tenure received spot recognition automation project
787,ETL Developer,skill set talend big data informatica power center microsoft sql server sql platform management studio workbench aws service talend administration console microsoft visual redshift tac studio athena data warehouse concept star sql schema fact dimension data modeling data integration microsoft access education detail january january mumbai maharashtra university mumbai january cbse technology kochi kerala francis talend etl developer talend etl developer tata consultancy service skill detail data warehouse exprience month database exprience month integration exprience month integrator exprience month sql server exprience monthscompany detail company tata consultancy service description prepared etl mapping document mapping data migration document smooth transfer project development testing environment production environment performed unit testing testing validate data load target troubleshoot long running job fixed issue expertise creating mapping talend big data supporting component tjdbcconfiguration tjdbcinput thdfsconfiguration ts3configuration tcacheout tcachein tsqlrow standard component tfileinputdelimited tfileoutputdelimited tmap tjoin treplicate tparallelize tconverttype taggregate tsortrow tflowmeter tlogcatcher trowgenerator tjava tjavarow taggregaterow tfilter etl methodology practice create talend etl job enhanced programming naming standard developed job component joblets talend trunjob component child job parent job pas parameter parent child job created deployed physical object including custom table custom view stored procedure index sql server staging datawarehouse environment involved writing sql query join access data mysql created managed source target mapping document fact dimension table broad design development testing experience talend integration suite knowledge performance tuning mapping extensively tmap component lookup joiner function experienced writing expression tmap business handled insert update strategy tsqlrow created implicit local global context variable job talend job environment worked talend administration console tac scheduling job adding user experienced building talend job talend studio tac server developed mapping load fact dimension table scd type scd type dimension incremental loading unit tested mapping developed framework integrated job schedule multiple job time update successful time success status sending mail failed job maintaining count sql database tparalleize component multi thread execution option subjobs parallel increase performance job created talend job copy file server utilized talend ftp component implemented ftp operation talend studio transfer file network folder ftp server component tfilelist ts3put tftput tfileexist tftpconnection extracted data flat file database applied business logic load staging database flat file loaded data target source system sql database db2 flatfiles xml file staging table target database company tata consultancy service description experience development design etl extract transform loading data methodology supporting data transformation processing corporate wide etl solution talend big data platform excellent working experience agile methodology proficiency gathering understanding client requirement translate business technical requirement design develop endtoend etl process source system staging area staging data warehouse soliciting documenting business functional data requirement contextvariable diagram case etl diagram excellent oralwritten communication effectively work onsite remote team good team player excellent problem solving time management skill profound insight determine priority schedule work meet critical deadline company tata consultancy service description prepared etl mapping document mapping data migration document smooth transfer project development testing environment production environment performed unit testing testing validate data load target troubleshoot long running job fixed issue
788,ETL Developer,computer skill sql knowledgeyes unix knowledgeyes data warehouse knowledgeyes intio yee hobby playing cricket football reading book visiting placestravelling declaration declare mentioned factual correct knowledge belief manish prabhakar patil place mumbai education detail june june bachelor electronics telecommunication patil college engineering january january engineering navi mumbai maharashtra bharati vidyapeeth january hsc mumbai maharashtra khalsa college etl informatica developer etl developer skill detail etl exprience year month data warehouse exprience year month datastage exprience year monthscompany detail company reliance infocomm description havevbeen working etl developer reliance industry india good knowledge informatica sql good knowledge unixi work company developer
789,ETL Developer,technical summary knowledge informatica power center ver etl tool mapping designing usage multiple transformation integration data source sql server table flat file target data warehouse sqlplsql working knowledge microsoft sql server unix work description shell scripting error debugging job scheduling autosys incident management change request service jira agile central basic knowledge intellimatch reconciliation tool education detail january january btech cse sangli maharashtra walchand college engineering october hsc sangli maharashtra willingdon college august ssc achievement sangli maharashtra martin english school etl developer analyst skill detail etl exprience month extract transform load exprience month informatica exprience month sql server exprience month reconciliation exprience month jira exprience monthscompany detail company tata consultancy service description project detail clientproject barclays londonhexad environment informatica power center sql server unix autosys intellimatch project description objective implement strategic technical solution support governance monitoring break standard including enhancement audit capability program required remediation source data feed involves consolidation data standardized feed remediated data feed consumed etl layer reconciliation tool designed source data etl layer data office system static data delivered etl preprocessed delivered reconciliation tool reconciliation process performed role responsibility responsible analyzing designing developing etl strategy process writing etl specification requirement gathering making functional document low level document developing debugging informatica mapping resolve bug identify failure user interaction identify issue data loaded application developed mapping transformation company tata consultancy service description project detail clientproject barclays londonhexad environment informatica power center sql server unix autosys intellimatch project description objective implement strategic technical solution support governance monitoring break standard including enhancement audit capability program required remediation source data feed involves consolidation data standardized feed remediated data feed consumed etl layer reconciliation tool designed source data etl layer data office system static data delivered etl preprocessed delivered reconciliation tool reconciliation process performed role responsibility responsible analyzing designing developing etl strategy process writing etl specification requirement gathering making functional document low level document developing debugging informatica mapping resolve bug identify failure user interaction identify issue data loaded application developed mapping transformation
790,ETL Developer,technicalproficiencies oracle domain investment banking advertising insurance programming skill sql plsql tool informatica window unix professional development training concept data warehousing business intelligence etl tool informatica education detail bca nanded maharashtra nanded university etl developer etl developer sun trust bank skill detail etl exprience month extract transform load exprience month informatica exprience month oracle exprience month unix exprience monthscompany detail company sun trust bank description sun trust bank jan client sun trust bank environment informatica power center oracle unix role etl developer project profile sun trust bank based multinational financial service holding company headquarters operates bank york financial service investment company organized stock corporation division investment banking private banking retail banking shared service group financial service support division objective module create bank central point communication storage listed cash security loan bond note equity rate commodity asset class contribution highlight liaising closely project manager business analyst product architect requirement modeler cfoc define technical requirement create project documentation development infa unix informatica powercenter extraction transformation loading etl data database created configured session informatica workflow manager loading data data base table heterogeneous database source flat file oracle unit testing integration testing developed mapping providing production support deployed code providing solution business production issue interaction client project daily meeting project company marshall multimedia description jun dec client marshall multimedia environment informatica power center oracle unix role etl developer project profile marshall multimedia based multimedia advertisement service based organization head courter york egc interface system advert management customer management billing provisioning system consumer enterprise customer main aim project create enterprise data warehouse suffice report belonging category financial report management report rejection report professional report created cognos etl work performed informatica project load advert detail magazine detail coming relational table data warehouse calculate compensation incentive monthly business rule contribution highlight developed mapping source informatica transformation created configured session informatica workflow manager loading data data mart table heterogeneous database source flat file oracle unit testing integration testing developed mapping providing solution business production issue project company assurant healthcareinsurance miami usa description assurant usa nov project state datamart client assurant healthcareinsurance miami usa environment informatica power center oracle unix role etl developer project profile assurant holding company business provide diverse set specialty nichemarket insurance product property casualty life health insurance sector company operating segment assurant employee benefit assurant health assurant solution assurant specialty property project aim building state datamart enterprise solution team responsible etl design development testing contribution highlight performed small enhancement daily load monitoring attend informatica job failure analyzing root resolving failure standard documented process experience writing sql statement strong problem analysis resolution skill work multi platform environment scheduled informatica job informatica scheduler extensively etl methodology developing supporting data extraction transformation loading process corporatewideetl solution informatica involved creating unit case uploaded quality center unit testing utr ensure daily support task defined sla
